ObjectID,extendPortTotalPrevious15MinDnDiscByteCounter,extendPortTotalPrevious15MinDnDiscFrameCounter,extendPortTotalPrevious15MinDnFwdByteCounter,extendPortTotalPrevious15MinDnFwdFrameCounter,extendPortTotalPrevious15MinTimeMeasured,extendPortTotalPrevious15MinUpDiscByteCounter,extendPortTotalPrevious15MinUpDiscFrameCounter,extendPortTotalPrevious15MinUpFwdByteCounter,extendPortTotalPrevious15MinUpFwdFrameCounter
R1.S1.LT6.PON9.ONT33.C14.P1,0,0,103545922,74011,900,0,0,3600194,28484
R1.S1.LT7.PON11.ONT10.SERV1,0,0,77021,139,900,0,0,175517,204
R1.S1.LT5.PON3.ONT20.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT3.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON13.ONT34.C14.P1,0,0,238287827,178142,900,0,0,8382307,65369
R1.S1.LT6.PON11.ONT17.C14.P1,0,0,28494463,20544,900,0,0,1047891,6031
R1.S1.LT7.PON11.ONT54.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT26.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT25.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT24.SERV1,0,0,5158,25,900,0,0,54567,95
R1.S1.LT2.PON14.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT51.C14.P1,0,0,224804304,161196,900,0,0,9267950,88852
R1.S1.LT3.PON7.ONT17.C14.P1,0,0,463788994,369400,900,0,0,60226458,190185
R1.S1.LT5.PON15.ONT28.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON13.ONT17.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT4.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT39.SERV1,0,0,4391,21,900,0,0,64663,107
R1.S1.LT4.PON2.ONT21.SERV1,0,0,5429,29,900,0,0,65188,114
R1.S1.LT3.PON7.ONT23.C14.P1,0,0,838791898,627602,900,0,0,21226838,161986
R1.S1.LT7.PON11.ONT54.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT39.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON5.ONT63.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT61.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT39.SERV1,0,0,93294,165,900,0,0,206523,234
R1.S1.LT5.PON16.ONT45.C14.P1,0,0,55473367,43861,900,0,0,3089034,15957
R1.S1.LT6.PON5.ONT15.SERV1,0,0,5368,67,900,0,0,29053,73
R1.S1.LT6.PON11.ONT11.C14.P1,0,0,1141936934,782434,900,0,0,16556078,151017
R1.S1.LT6.PON6.ONT1.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT52.SERV1,0,0,68402,124,900,0,0,155036,190
R1.S1.LT5.PON2.ONT13.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON2.ONT14.C14.P1,0,0,10911,130,900,0,0,37688,382
R1.S1.LT7.PON9.ONT54.C14.P1,0,0,2250,30,900,0,0,2190,30
R1.S1.LT8.PON2.ONT17.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT7.SERV1,0,0,92553,169,900,0,0,211923,256
R1.S1.LT3.PON8.ONT37.C14.P1,0,0,2182,29,900,0,0,2126,29
R1.S1.LT5.PON3.ONT13.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT60.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT48.SERV1,0,0,40068,83,900,0,0,136771,171
R1.S1.LT2.PON2.ONT22.SERV1,0,0,83073,152,900,0,0,176470,234
R1.S1.LT6.PON6.ONT12.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT38.SERV1,0,0,4886,21,900,0,0,61241,101
R1.S1.LT6.PON6.ONT26.SERV1,0,0,125673,222,900,0,0,242839,286
R1.S1.LT6.PON5.ONT30.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT2.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT19.C14.P1,0,0,73610946,57477,900,0,0,3888911,25733
R1.S1.LT6.PON5.ONT56.C14.P1,0,0,229131472,168314,900,0,0,5138132,33985
R1.S1.LT2.PON13.ONT14.SERV1,0,0,116092,205,900,0,0,221851,271
R1.S1.LT4.PON13.ONT7.SERV1,0,0,3478,22,900,0,0,66044,112
R1.S1.LT3.PON7.ONT49.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT12.C1.P1,0,0,60248533,49015,900,5880,15,4249540,33653
R1.S1.LT5.PON4.ONT26.SERV1,0,0,5164,25,900,0,0,59496,102
R1.S1.LT6.PON9.ONT46.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT2.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT23.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT20.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON1.ONT3.C14.P1,0,0,61456810,47375,900,0,0,1743204,14047
R1.S1.LT5.PON3.ONT26.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT32.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT38.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT33.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT19.C14.P1,0,0,495552273,387136,900,0,0,16055051,99288
R1.S1.LT8.PON2.ONT3.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT8.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT28.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT6.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT38.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON5.ONT4.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT26.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT24.SERV1,0,0,118964,210,900,0,0,223589,285
R1.S1.LT8.PON14.ONT44.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON4.ONT16.C14.P1,0,0,305002242,219751,900,0,0,12393101,113337
R1.S1.LT4.PON1.ONT24.SERV1,0,0,5644,25,900,0,0,61404,104
R1.S1.LT5.PON16.ONT35.SERV1,0,0,94039,174,900,0,0,210898,281
R1.S1.LT8.PON15.ONT29.C14.P1,0,0,4233,60,900,0,0,3387,48
R1.S1.LT4.PON12.ONT17.C14.P1,0,0,53197071,43019,900,0,0,3669188,19988
R1.S1.LT3.PON5.ONT62.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON12.ONT18.C14.P1,0,0,3572,50,900,0,0,2988,42
R1.S1.LT4.PON12.ONT12.SERV1,0,0,4650,25,900,0,0,60584,105
R1.S1.LT6.PON7.ONT43.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT19.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON5.ONT22.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT24.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT31.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT20.SERV1,0,0,71559,133,900,0,0,161809,203
R1.S1.LT4.PON11.ONT32.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT6.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON13.ONT13.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON5.ONT48.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON13.ONT7.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON4.ONT14.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT4.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON10.ONT10.C14.P1,0,0,150371353,116517,900,0,0,3675076,23682
R1.S1.LT5.PON15.ONT28.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT6.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT12.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON3.ONT9.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT45.C14.P1,0,0,55431042,43336,900,0,0,8911125,31225
R1.S1.LT2.PON14.ONT12.SERV1,0,0,109262,189,900,0,0,151979,189
R1.S1.LT5.PON4.ONT37.C14.P1,0,0,39786580,28168,900,0,0,1162453,12359
R1.S1.LT2.PON13.ONT35.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT1.C14.P1,0,0,1930953,2329,900,0,0,421624,2335
R1.S1.LT5.PON3.ONT26.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON14.ONT38.SERV1,0,0,5577,24,900,0,0,59969,101
R1.S1.LT8.PON2.ONT13.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON1.ONT23.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON12.ONT11.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT61.SERV1,0,0,7783,29,900,0,0,42291,77
R1.S1.LT5.PON14.ONT16.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT10.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT47.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON1.ONT12.C14.P1,0,0,11683053,9370,900,0,0,692335,6526
R1.S1.LT2.PON1.ONT9.C14.P1,0,0,507299987,381821,900,0,0,26266063,125152
R1.S1.LT8.PON14.ONT24.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT23.SERV1,0,0,6209,26,900,0,0,60801,103
R1.S1.LT2.PON1.ONT7.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT45.C14.P1,0,0,526398234,386179,900,0,0,22148506,124552
R1.S1.LT2.PON13.ONT48.SERV1,0,0,6727,27,900,0,0,58404,100
R1.S1.LT5.PON2.ONT45.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT21.SERV1,0,0,2908,17,900,0,0,90058,134
R1.S1.LT2.PON4.ONT14.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON13.ONT48.C14.P1,0,0,240366535,163425,900,0,0,3557373,40627
R1.S1.LT2.PON4.ONT8.SERV1,0,0,7869,29,900,0,0,53116,92
R1.S1.LT6.PON6.ONT41.SERV1,0,0,87751,159,900,0,0,199775,252
R1.S1.LT7.PON11.ONT24.C14.P1,0,0,882713670,677261,900,0,0,27533125,204591
R1.S1.LT5.PON14.ONT30.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT15.SERV1,0,0,110543,197,900,0,0,198505,250
R1.S1.LT5.PON16.ONT41.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT15.C14.P1,0,0,227945228,159027,900,0,0,8999016,90057
R1.S1.LT4.PON2.ONT4.C14.P1,0,0,253593504,195615,900,0,0,10191504,73162
R1.S1.LT6.PON8.ONT14.C14.P1,0,0,401281259,303296,900,0,0,14417959,110016
R1.S1.LT2.PON1.ONT15.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON7.ONT15.C14.P1,0,0,303941,532,900,0,0,89391,745
R1.S1.LT4.PON12.ONT17.SERV1,0,0,6688,26,900,0,0,53049,91
R1.S1.LT5.PON4.ONT20.C14.P1,0,0,271345509,199294,900,0,0,11212965,92394
R1.S1.LT6.PON6.ONT21.C14.P1,0,0,49161049,35293,900,0,0,1800868,18404
R1.S1.LT5.PON3.ONT47.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT13.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT6.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT6.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT32.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON7.ONT41.C14.P1,0,0,50272,441,900,0,0,99077,766
R1.S1.LT5.PON14.ONT4.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT47.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON13.ONT3.C14.P1,0,0,228217162,165316,900,0,0,13899109,79217
R1.S1.LT5.PON3.ONT32.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT6.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT39.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON1.ONT31.SERV1,0,0,6210,26,900,0,0,51106,89
R1.S1.LT4.PON10.ONT5.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON5.ONT28.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT51.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON16.ONT4.C14.P1,0,0,151229858,108579,900,0,0,5897560,52563
R1.S1.LT6.PON9.ONT14.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT11.C14.P1,0,0,10147,116,900,0,0,37740,382
R1.S1.LT6.PON9.ONT20.C14.P1,0,0,60674503,42380,900,0,0,2398266,20632
R1.S1.LT3.PON8.ONT43.SERV1,0,0,3890,21,900,0,0,66522,111
R1.S1.LT8.PON15.ONT25.C14.P1,0,0,215897925,152292,900,0,0,8091211,79386
R1.S1.LT5.PON13.ONT59.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT27.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT51.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON1.ONT2.C14.P1,0,0,311263395,235476,900,0,0,13460160,110004
R1.S1.LT6.PON6.ONT60.C14.P1,0,0,14198953,18564,900,0,0,5791897,11512
R1.S1.LT7.PON11.ONT58.C14.P1,0,0,290972783,229740,900,0,0,10557615,83368
R1.S1.LT6.PON8.ONT28.C14.P1,0,0,2250,30,900,0,0,2190,30
R1.S1.LT4.PON1.ONT29.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT51.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT24.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON4.ONT13.C14.P1,0,0,629122,1391,900,0,0,257145,1441
R1.S1.LT6.PON7.ONT45.SERV1,0,0,113293,200,900,0,0,221071,291
R1.S1.LT2.PON1.ONT9.SERV1,0,0,86550,154,900,0,0,200361,241
R1.S1.LT2.PON2.ONT28.SERV1,0,0,4650,25,900,0,0,62653,108
R1.S1.LT2.PON14.ONT33.C14.P1,0,0,2911,40,900,0,0,2589,36
R1.S1.LT6.PON11.ONT2.SERV1,0,0,6232,27,900,0,0,51495,91
R1.S1.LT7.PON11.ONT18.C14.P1,0,0,3572,50,900,0,0,2988,42
R1.S1.LT5.PON3.ONT1.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT59.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT27.SERV1,0,0,90002,163,900,0,0,193936,238
R1.S1.LT2.PON13.ONT56.SERV1,0,0,2786,19,900,0,0,65133,109
R1.S1.LT4.PON2.ONT10.C14.P1,0,0,13451,140,900,0,0,37442,379
R1.S1.LT2.PON1.ONT15.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT27.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT27.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT27.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT44.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT53.SERV1,0,0,6834,28,900,0,0,60875,104
R1.S1.LT7.PON12.ONT19.SERV1,0,0,4946,22,900,0,0,57052,96
R1.S1.LT6.PON8.ONT2.C14.P1,0,0,401108813,293711,900,0,0,14013900,126461
R1.S1.LT5.PON3.ONT53.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT12.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON1.ONT16.SERV1,0,0,43626,87,900,0,0,129896,175
R1.S1.LT5.PON14.ONT10.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT45.SERV1,0,0,5137,25,900,0,0,59155,102
R1.S1.LT4.PON13.ONT4.C14.P1,0,0,228122082,155816,900,0,0,7149793,84993
R1.S1.LT5.PON15.ONT34.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT18.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT48.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT40.SERV1,0,0,132215,233,900,0,0,260323,282
R1.S1.LT4.PON10.ONT10.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT14.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT50.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT8.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT22.C14.P1,0,0,1526844,4030,900,0,0,483051,4028
R1.S1.LT5.PON16.ONT55.C14.P1,0,0,4603,41,900,0,0,10956,43
R1.S1.LT3.PON5.ONT56.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON14.ONT26.SERV1,0,0,6159,25,900,0,0,62495,104
R1.S1.LT4.PON2.ONT24.C14.P1,0,0,69689119,51504,900,0,0,2429943,17110
R1.S1.LT5.PON14.ONT13.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON4.ONT9.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT12.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT51.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT21.C14.P1,0,0,652974806,485396,900,0,0,27285309,205842
R1.S1.LT8.PON15.ONT24.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT30.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT7.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT35.C14.P1,0,0,67354615,53691,900,0,0,4051326,25117
R1.S1.LT2.PON13.ONT36.C14.P1,0,0,1326556,2479,900,0,0,778568,2677
R1.S1.LT7.PON9.ONT8.C14.P1,0,0,401422611,305410,900,0,0,30155252,166922
R1.S1.LT5.PON3.ONT24.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON12.ONT12.C14.P1,0,0,39069223,34158,900,0,0,4231386,24319
R1.S1.LT8.PON15.ONT50.SERV1,0,0,4584,24,900,0,0,55672,97
R1.S1.LT5.PON3.ONT1.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON12.ONT23.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT27.SERV1,0,0,145821,251,900,0,0,276008,317
R1.S1.LT6.PON7.ONT57.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT22.C14.P1,0,0,208179089,157404,900,0,0,7142516,58794
R1.S1.LT2.PON13.ONT56.C14.P1,0,0,90097962,66042,900,0,0,4362069,33012
R1.S1.LT8.PON14.ONT32.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON4.ONT16.SERV1,0,0,5484,23,900,0,0,53450,91
R1.S1.LT7.PON10.ONT19.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON15.ONT5.SERV1,0,0,3915,21,900,0,0,59374,100
R1.S1.LT4.PON1.ONT18.SERV1,0,0,104310,183,900,0,0,210540,246
R1.S1.LT5.PON16.ONT33.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT38.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON2.ONT16.C14.P1,0,0,262927670,190122,900,0,0,7634073,63706
R1.S1.LT5.PON3.ONT27.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON4.ONT4.C14.P1,0,0,4233,60,900,0,0,3387,48
R1.S1.LT2.PON1.ONT21.SERV1,0,0,80373,147,900,0,0,186523,234
R1.S1.LT4.PON11.ONT33.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON1.ONT10.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT33.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON16.ONT1.SERV1,0,0,6066,24,900,0,0,55750,94
R1.S1.LT5.PON14.ONT36.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON3.ONT21.C14.P1,0,0,29903,159,900,0,0,81667,431
R1.S1.LT5.PON3.ONT53.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT39.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT35.C14.P1,0,0,707132,1256,900,0,0,362964,1812
R1.S1.LT6.PON9.ONT25.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT18.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT51.SERV1,0,0,4099,24,900,0,0,68879,117
R1.S1.LT8.PON13.ONT7.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT34.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON4.ONT23.C14.P1,0,0,19779258,14967,900,0,0,631840,3568
R1.S1.LT5.PON2.ONT32.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT12.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON14.ONT6.SERV1,0,0,88188,161,900,0,0,184346,226
R1.S1.LT6.PON6.ONT42.C14.P1,0,0,50764061,39605,900,0,0,2339773,15265
R1.S1.LT4.PON10.ONT10.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT8.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON3.ONT21.SERV1,0,0,82645,149,900,0,0,189569,239
R1.S1.LT2.PON14.ONT32.SERV1,0,0,5226,26,900,0,0,66412,113
R1.S1.LT6.PON5.ONT27.C14.P1,0,0,130373830,98534,900,0,0,6051534,59054
R1.S1.LT6.PON7.ONT31.SERV1,0,0,113816,204,900,0,0,227041,284
R1.S1.LT5.PON14.ONT36.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT20.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT55.SERV1,0,0,6123,25,900,0,0,48822,85
R1.S1.LT5.PON16.ONT61.C14.P1,0,0,3572,50,900,0,0,2988,42
R1.S1.LT2.PON16.ONT3.SERV1,0,0,7708,27,900,0,0,58432,98
R1.S1.LT6.PON11.ONT20.SERV1,0,0,7338,29,900,0,0,52870,93
R1.S1.LT2.PON1.ONT36.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT30.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT1.C14.P1,0,0,771796,1404,900,0,0,231551,1519
R1.S1.LT6.PON8.ONT8.SERV1,0,0,114096,199,900,0,0,226351,257
R1.S1.LT3.PON8.ONT29.SERV1,0,0,5068,24,900,0,0,62547,106
R1.S1.LT5.PON4.ONT18.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT22.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON13.ONT25.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON7.ONT44.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON4.ONT5.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON12.ONT4.C14.P1,0,0,74253654,71020,900,0,0,5007348,37841
R1.S1.LT5.PON14.ONT61.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT57.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON1.ONT31.SERV1,0,0,72548,135,900,0,0,187479,227
R1.S1.LT6.PON9.ONT35.C14.P1,0,0,572511449,391778,900,0,0,8429317,91824
R1.S1.LT8.PON13.ONT9.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT21.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT8.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON7.ONT18.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT5.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT44.C14.P1,0,0,608987174,425894,900,0,0,15415562,144629
R1.S1.LT7.PON11.ONT26.SERV1,0,0,83234,148,900,0,0,188341,234
R1.S1.LT3.PON5.ONT11.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON5.ONT39.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT21.C14.P1,0,0,2829,39,900,0,0,2507,35
R1.S1.LT5.PON14.ONT7.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON2.ONT18.C14.P1,0,0,1033550543,854920,900,0,0,256037800,488095
R1.S1.LT2.PON13.ONT51.SERV1,0,0,5645,25,900,0,0,59346,101
R1.S1.LT6.PON10.ONT5.SERV1,0,0,22460,51,900,0,0,37267,55
R1.S1.LT2.PON13.ONT40.C14.P1,0,0,60763,239,900,0,0,178562,520
R1.S1.LT6.PON9.ONT48.C14.P1,0,0,205143614,157593,900,0,0,9207278,72156
R1.S1.LT2.PON14.ONT2.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON4.ONT17.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT48.C14.P1,0,0,389154207,446471,900,0,0,60888402,247908
R1.S1.LT8.PON14.ONT30.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT41.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT22.C14.P1,0,0,138922301,101793,900,0,0,7923844,40528
R1.S1.LT7.PON9.ONT58.SERV1,0,0,4879,21,900,0,0,60462,100
R1.S1.LT4.PON10.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT47.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT3.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT31.SERV1,0,0,101786,184,900,0,0,220394,271
