ObjectID,extendPortTotalPrevious15MinDnDiscByteCounter,extendPortTotalPrevious15MinDnDiscFrameCounter,extendPortTotalPrevious15MinDnFwdByteCounter,extendPortTotalPrevious15MinDnFwdFrameCounter,extendPortTotalPrevious15MinTimeMeasured,extendPortTotalPrevious15MinUpDiscByteCounter,extendPortTotalPrevious15MinUpDiscFrameCounter,extendPortTotalPrevious15MinUpFwdByteCounter,extendPortTotalPrevious15MinUpFwdFrameCounter
R1.S1.LT7.PON9.ONT22.SERV1,0,0,99832,177,900,0,0,205729,256
R1.S1.LT8.PON13.ONT8.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT4.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON2.ONT5.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT37.C14.P1,0,0,61262908,53234,900,0,0,4574102,20342
R1.S1.LT3.PON5.ONT6.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON2.ONT11.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT29.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON1.ONT36.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT50.C14.P1,0,0,301390731,243315,900,0,0,17713957,67342
R1.S1.LT4.PON10.ONT19.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT27.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON2.ONT17.C14.P1,0,0,173994789,124801,900,0,0,7824326,67138
R1.S1.LT2.PON4.ONT20.SERV1,0,0,3354,20,900,0,0,63437,106
R1.S1.LT8.PON13.ONT34.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON14.ONT18.C14.P1,0,0,5843,60,900,0,0,11672,54
R1.S1.LT7.PON9.ONT9.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT3.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT1.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON1.ONT11.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT9.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT15.C1.P1,0,0,0,0,900,10076,50,6120,90
R1.S1.LT6.PON10.ONT21.C14.P1,0,0,9231199,7681,900,0,0,716958,4079
R1.S1.LT4.PON1.ONT17.C14.P1,0,0,124556456,86338,900,0,0,2510713,24791
R1.S1.LT4.PON2.ONT11.C14.P1,0,0,1509286349,1224263,900,0,0,264985922,972805
R1.S1.LT2.PON16.ONT4.SERV1,0,0,4306,20,900,0,0,64338,106
R1.S1.LT2.PON2.ONT31.SERV1,0,0,72628,135,900,0,0,162896,209
R1.S1.LT6.PON10.ONT7.SERV1,0,0,66875,128,900,0,0,162416,204
R1.S1.LT4.PON10.ONT45.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT42.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON13.ONT10.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT3.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON12.ONT3.SERV1,0,0,8357,29,900,0,0,48891,85
R1.S1.LT7.PON10.ONT44.C14.P1,0,0,2250,30,900,0,0,2190,30
R1.S1.LT7.PON9.ONT57.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON3.ONT22.C14.P1,0,0,8901617,8428,900,0,0,1186987,4987
R1.S1.LT6.PON8.ONT31.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT58.C14.P1,0,0,2911,40,900,0,0,2589,36
R1.S1.LT7.PON15.ONT4.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON3.ONT9.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT1.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT22.C14.P1,0,0,1469631465,1059303,900,0,0,54203194,520558
R1.S1.LT6.PON8.ONT59.SERV1,0,0,6327,28,900,0,0,53830,95
R1.S1.LT2.PON1.ONT39.SERV1,0,0,6757,27,900,0,0,46851,83
R1.S1.LT8.PON14.ONT35.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON13.ONT25.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT46.C14.P1,0,0,2308948364,1776100,900,0,0,142831999,1070213
R1.S1.LT8.PON14.ONT27.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT32.C14.P1,0,0,77737149,66624,900,0,0,3352203,12704
R1.S1.LT7.PON10.ONT42.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON13.ONT51.C14.P1,0,0,330112092,236985,900,0,0,8021938,59419
R1.S1.LT3.PON8.ONT7.SERV1,0,0,5158,25,900,0,0,65644,111
R1.S1.LT4.PON1.ONT4.C14.P1,0,0,185482572,135835,900,0,0,10630018,86679
R1.S1.LT4.PON10.ONT13.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT21.SERV1,0,0,61000,120,900,0,0,164080,201
R1.S1.LT6.PON5.ONT58.SERV1,0,0,68068,126,900,0,0,163569,203
R1.S1.LT8.PON2.ONT34.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON4.ONT24.C14.P1,0,0,909834138,656151,900,0,0,25635687,257250
R1.S1.LT5.PON16.ONT8.C14.P1,0,0,472135757,376294,900,0,0,39504399,201429
R1.S1.LT5.PON13.ONT36.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON14.ONT5.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT30.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT56.SERV1,0,0,3206,18,900,0,0,63028,104
R1.S1.LT6.PON7.ONT63.SERV1,0,0,5789,27,900,0,0,63722,109
R1.S1.LT6.PON11.ONT2.C14.P1,0,0,48086329,38513,900,0,0,1914255,19813
R1.S1.LT6.PON8.ONT5.SERV1,0,0,87524,158,900,0,0,179602,217
R1.S1.LT2.PON13.ONT30.SERV1,0,0,67304,127,900,0,0,169531,211
R1.S1.LT6.PON7.ONT43.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT18.C14.P1,0,0,95103335,72191,900,0,0,4040998,34205
R1.S1.LT7.PON9.ONT16.SERV1,0,0,107260,190,900,0,0,218073,237
R1.S1.LT2.PON2.ONT5.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT37.SERV1,0,0,61303,117,900,0,0,158666,202
R1.S1.LT7.PON11.ONT52.C14.P1,0,0,15190876,16883,900,0,0,12148898,17698
R1.S1.LT5.PON4.ONT31.SERV1,0,0,4770,27,900,0,0,61156,108
R1.S1.LT8.PON15.ONT6.C14.P1,0,0,38589764,28751,900,0,0,1201530,6192
R1.S1.LT4.PON1.ONT31.C14.P1,0,0,1101791064,795612,900,0,0,30326326,223044
R1.S1.LT6.PON10.ONT1.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT9.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT47.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON2.ONT32.C14.P1,0,0,103160514,85783,900,0,0,5042715,25893
R1.S1.LT4.PON1.ONT17.SERV1,0,0,23195,56,900,0,0,122820,171
R1.S1.LT4.PON12.ONT11.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT36.C14.P1,0,0,16470532,36314,900,0,0,4071300,20204
R1.S1.LT8.PON13.ONT40.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT50.SERV1,0,0,57819,107,900,0,0,153491,205
R1.S1.LT8.PON14.ONT6.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT45.C14.P1,0,0,11461479,10642,900,0,0,1463550,7684
R1.S1.LT8.PON2.ONT8.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT20.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON5.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON10.ONT21.SERV1,0,0,60559,114,900,0,0,154524,195
R1.S1.LT7.PON9.ONT37.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON13.ONT4.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT3.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT3.SERV1,0,0,105289,185,900,0,0,200153,252
R1.S1.LT2.PON2.ONT31.C14.P1,0,0,2972029262,2272489,900,0,0,179907054,1073689
R1.S1.LT3.PON5.ONT47.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON2.ONT16.SERV1,0,0,84280,153,900,0,0,177414,213
R1.S1.LT4.PON11.ONT26.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT56.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT35.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT59.C14.P1,0,0,71699,242,900,0,0,45050,438
R1.S1.LT4.PON3.ONT22.SERV1,0,0,5637,25,900,0,0,55106,95
R1.S1.LT5.PON13.ONT62.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON12.ONT22.SERV1,0,0,4386,21,900,0,0,60429,101
R1.S1.LT4.PON2.ONT24.SERV1,0,0,3420,21,900,0,0,67660,113
R1.S1.LT3.PON7.ONT11.SERV1,0,0,77357,139,900,0,0,177140,214
R1.S1.LT8.PON15.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON3.ONT2.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT32.SERV1,0,0,100543,177,900,0,0,223592,274
R1.S1.LT6.PON7.ONT54.C14.P1,0,0,275593179,190213,900,0,0,8313031,75710
R1.S1.LT5.PON15.ONT36.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT28.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON16.ONT6.SERV1,0,0,5486,23,900,0,0,59664,100
R1.S1.LT3.PON5.ONT6.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT23.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT16.C14.P1,0,0,49834,250,900,0,0,20743,169
R1.S1.LT7.PON12.ONT18.SERV1,0,0,4045,23,900,0,0,55929,97
R1.S1.LT6.PON12.ONT10.C14.P1,0,0,2250,30,900,0,0,2190,30
R1.S1.LT7.PON10.ONT10.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT10.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT35.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT41.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT15.SERV1,0,0,50199,98,900,0,0,148822,215
R1.S1.LT8.PON14.ONT27.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT28.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT22.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT17.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT28.C14.P1,0,0,194934,864,900,0,0,281488,1325
R1.S1.LT8.PON13.ONT3.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT2.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON9.ONT57.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT1.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT1.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT58.C14.P1,0,0,116998769,99045,900,0,0,24693294,65418
R1.S1.LT8.PON15.ONT54.C14.P1,0,0,12693,147,900,0,0,37654,381
R1.S1.LT3.PON8.ONT6.SERV1,0,0,5001,23,900,0,0,64558,108
R1.S1.LT6.PON9.ONT5.C14.P1,0,0,411180,4938,900,0,0,5790,80
R1.S1.LT4.PON10.ONT15.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT45.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT58.SERV1,0,0,3759,19,900,0,0,69227,113
R1.S1.LT7.PON10.ONT15.C14.P1,0,0,24744076,21325,900,0,0,1174083,10047
R1.S1.LT5.PON14.ONT26.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT9.SERV1,0,0,92645,164,900,0,0,177302,201
R1.S1.LT6.PON5.ONT31.SERV1,0,0,121732,218,900,0,0,239029,275
R1.S1.LT6.PON6.ONT19.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT32.SERV1,0,0,4293,20,900,0,0,65511,108
R1.S1.LT5.PON2.ONT48.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON13.ONT23.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON4.ONT5.SERV1,0,0,4952,22,900,0,0,50215,86
R1.S1.LT6.PON7.ONT28.C14.P1,0,0,332276242,340739,900,0,0,200685146,263547
R1.S1.LT6.PON5.ONT4.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT36.C14.P1,0,0,276200106,193028,900,0,0,11128695,100264
R1.S1.LT5.PON2.ONT35.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT53.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON13.ONT1.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON8.ONT30.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT16.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT10.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT3.SERV1,0,0,75501,141,900,0,0,167548,215
R1.S1.LT2.PON1.ONT51.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT30.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT36.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT30.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT47.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT22.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT43.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON15.ONT30.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT4.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT24.SERV1,0,0,74243,135,900,0,0,170214,198
R1.S1.LT6.PON6.ONT30.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT4.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT28.SERV1,0,0,58809,110,900,0,0,145634,182
R1.S1.LT6.PON7.ONT60.C14.P1,0,0,2250,30,900,0,0,2190,30
R1.S1.LT6.PON7.ONT54.SERV1,0,0,4330,20,900,0,0,60526,100
R1.S1.LT8.PON13.ONT50.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT16.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON1.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT17.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT19.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT21.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON5.ONT12.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT30.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON13.ONT16.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT23.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT22.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT34.C14.P1,0,0,16655356,20372,900,0,0,15078574,28086
R1.S1.LT5.PON2.ONT7.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT31.C14.P1,0,0,17142323,14865,900,0,0,829049,6232
R1.S1.LT3.PON8.ONT6.C14.P1,0,0,68723024,56086,900,0,0,4127377,31860
R1.S1.LT8.PON14.ONT14.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT15.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT25.SERV1,0,0,82963,150,900,0,0,178224,227
R1.S1.LT8.PON13.ONT3.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON16.ONT2.SERV1,0,0,5620,25,900,0,0,55633,96
R1.S1.LT3.PON8.ONT32.C14.P1,0,0,3422,48,900,0,0,2842,40
R1.S1.LT3.PON8.ONT26.SERV1,0,0,5089,24,900,0,0,60037,102
R1.S1.LT4.PON10.ONT7.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT48.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT6.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON14.ONT30.C1.P1,0,0,833820,3696,900,0,0,2146793,13689
R1.S1.LT2.PON4.ONT5.C14.P1,0,0,1529521,5551,900,0,0,1951832,6040
R1.S1.LT5.PON16.ONT58.SERV1,0,0,6251,27,900,0,0,58541,101
R1.S1.LT8.PON15.ONT12.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT21.C14.P1,0,0,94383389,67029,900,0,0,2182070,21780
R1.S1.LT8.PON2.ONT44.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON4.ONT25.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON14.ONT32.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT47.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT29.C14.P1,0,0,787815002,568639,900,0,0,15172509,137086
R1.S1.LT6.PON7.ONT41.C14.P1,0,0,49072418,70153,900,0,0,8361950,42868
R1.S1.LT7.PON10.ONT4.C14.P1,0,0,104454667,87089,900,0,0,5356412,38949
R1.S1.LT6.PON9.ONT23.SERV1,0,0,78724,144,900,0,0,181577,228
R1.S1.LT7.PON15.ONT2.SERV1,0,0,6198,26,900,0,0,54467,94
R1.S1.LT6.PON9.ONT49.SERV1,0,0,7178,26,900,0,0,43969,77
R1.S1.LT7.PON9.ONT44.SERV1,0,0,90669,164,900,0,0,187836,218
R1.S1.LT7.PON10.ONT24.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON7.ONT2.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT38.C14.P1,0,0,302901655,230723,900,0,0,10867460,78578
R1.S1.LT5.PON14.ONT27.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT4.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT10.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON3.ONT10.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT44.SERV1,0,0,4731,26,900,0,0,67747,116
R1.S1.LT8.PON13.ONT36.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT22.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON13.ONT44.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT60.SERV1,0,0,78020,143,900,0,0,178557,234
R1.S1.LT6.PON9.ONT43.C14.P1,0,0,1160772987,817016,900,0,0,27918165,273613
R1.S1.LT7.PON9.ONT49.SERV1,0,0,4374,21,900,0,0,63713,106
R1.S1.LT7.PON11.ONT7.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT12.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT35.C14.P1,0,0,84192,420,900,0,0,80221,587
R1.S1.LT8.PON2.ONT30.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT30.C14.P1,0,0,428221018,292775,900,0,0,2581264,30723
R1.S1.LT6.PON9.ONT54.SERV1,0,0,4379,21,900,0,0,65860,109
R1.S1.LT6.PON9.ONT28.SERV1,0,0,103757,183,900,0,0,203413,250
R1.S1.LT5.PON16.ONT57.SERV1,0,0,4961,22,900,0,0,60687,101
R1.S1.LT4.PON1.ONT27.C14.P1,0,0,464914919,355480,900,0,0,36538817,205391
R1.S1.LT6.PON6.ONT57.C14.P1,0,0,92001770,148286,900,0,0,14913622,99958
R1.S1.LT8.PON16.ONT3.C14.P1,0,0,3572,50,900,0,0,2988,42
R1.S1.LT4.PON10.ONT55.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT41.SERV1,0,0,5509,23,900,0,0,56449,95
R1.S1.LT6.PON7.ONT49.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT8.SERV1,0,0,110940,199,900,0,0,233324,260
R1.S1.LT6.PON6.ONT51.C14.P1,0,0,129535451,98031,900,0,0,7748528,67785
R1.S1.LT8.PON13.ONT10.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT2.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT48.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT34.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT18.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT3.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT27.SERV1,0,0,4601,24,900,0,0,62865,107
R1.S1.LT3.PON8.ONT33.C14.P1,0,0,21272,86,900,0,0,42613,86
R1.S1.LT5.PON14.ONT53.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT28.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON9.ONT11.SERV1,0,0,66727,125,900,0,0,164371,202
R1.S1.LT5.PON2.ONT1.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON11.ONT52.SERV1,0,0,5369,28,900,0,0,63153,110
R1.S1.LT4.PON10.ONT1.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT15.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT27.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON15.ONT3.C14.P1,0,0,109429458,80314,900,0,0,3650585,29308
R1.S1.LT5.PON2.ONT42.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON16.ONT4.C14.P1,0,0,29619,229,900,0,0,55922,507
R1.S1.LT4.PON12.ONT21.C14.P1,0,0,216730,1082,900,0,0,774492,1264
R1.S1.LT8.PON2.ONT22.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT21.SERV1,0,0,53552,105,900,0,0,149047,195
R1.S1.LT7.PON10.ONT2.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON10.ONT10.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON10.ONT7.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT16.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON15.ONT18.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON2.ONT26.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT64.C14.P1,0,0,111888061,99474,900,0,0,13422498,41198
R1.S1.LT8.PON13.ONT9.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT31.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON13.ONT24.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT2.SERV1,0,0,56729,109,900,0,0,151014,205
R1.S1.LT6.PON9.ONT34.SERV1,0,0,3353,20,900,0,0,68980,114
R1.S1.LT6.PON5.ONT44.C14.P1,0,0,288429748,213266,900,0,0,16526166,138764
R1.S1.LT5.PON14.ONT33.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON14.ONT7.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON4.ONT11.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT7.PON12.ONT6.SERV1,0,0,88707,161,900,0,0,185314,228
R1.S1.LT5.PON13.ONT51.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON11.ONT13.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT24.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON5.ONT18.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT23.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON13.ONT1.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT5.PON2.ONT10.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON6.ONT25.C14.P1,0,0,344495909,348236,900,0,0,132831064,170119
R1.S1.LT6.PON9.ONT41.C14.P1,0,0,98011511,83791,900,0,0,4594336,27105
R1.S1.LT3.PON5.ONT20.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT4.PON1.ONT27.SERV1,0,0,3268,19,900,0,0,69210,114
R1.S1.LT6.PON6.ONT15.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT8.PON2.ONT9.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT55.C14.P1,0,0,207943931,141979,900,0,0,1931329,20015
R1.S1.LT5.PON16.ONT50.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT6.PON7.ONT14.SERV1,0,0,66376,121,900,0,0,170987,210
R1.S1.LT4.PON1.ONT1.SERV1,0,0,79775,143,900,0,0,164257,199
R1.S1.LT6.PON8.ONT38.SERV1,0,0,71245,132,900,0,0,174126,209
R1.S1.LT6.PON7.ONT40.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT27.C14.P1,0,0,4233,60,900,0,0,3387,48
R1.S1.LT5.PON14.ONT27.SERV1,0,0,0,0,900,0,0,0,0
R1.S1.LT3.PON8.ONT1.C14.P1,0,0,0,0,900,0,0,0,0
R1.S1.LT2.PON14.ONT29.SERV1,0,0,5069,24,900,0,0,48752,86
R1.S1.LT6.PON8.ONT64.SERV1,0,0,6038,24,900,0,0,55522,94
R1.S1.LT7.PON11.ONT20.SERV1,0,0,100176,179,900,0,0,208332,240
